綠活居 米瑟典雅風實木沙發椅組合(1+2+3人座), https://s.yimg.com/zp/MerchandiseImages/1259A01BB3-SP-6547417.jpg
YKS-采軒L型布沙發-獨立筒版(四色可選), https://s.yimg.com/zp/MerchandiseImages/027E01FE6A-Product-21136233.jpg
完美主義 經典三人座收納沙發/沙發床/布沙發(2色)-DIY, https://s.yimg.com/zp/MerchandiseImages/91E86B9ADE-Product-23527382.jpg
【班尼斯國際名床】~Mo Luoge 摩洛哥皮革沙發床！, https://s.yimg.com/ut/api/res/1.2/DAWfwILhMyApE.IbHOkQaA--~B/dz0xNjg7aD0xNjg7cT0xMDA7Zmk9Zml0O3NzPTEuMDthcHBpZD15dHdtYWxs/https://s.yimg.com/fy/07af/item/p0454178873702-item-76bexf4x0800x0800-m.jpg
【班尼斯國際名床】~【多莉和室椅】/沙發椅, https://s.yimg.com/ut/api/res/1.2/xuXUM_JHHEdohCfyIu3_cw--~B/dz0xNjg7aD0xNjg7cT0xMDA7Zmk9Zml0O3NzPTEuMDthcHBpZD15dHdtYWxs/https://s.yimg.com/fy/9c38/item/p0454178880600-item-ac2dxf4x0750x0750-m.jpg
時尚屋 奧莉芙三人座透氣貓抓皮沙發, https://s.yimg.com/zp/MerchandiseImages/9DB6FF430D-SP-7336611.jpg
G+居家 多段式折疊休閒躺椅-黑色, https://s.yimg.com/zp/MerchandiseImages/7E5A5C99F7-SP-7242512.jpg
【班尼斯國際名床】原廠公司貨~日系經典坐臥躺功能沙發床/和室椅-(坐墊布套可拆洗), https://s.yimg.com/ut/api/res/1.2/NzXB7EUeGLOIA6cH.CeoHQ--~B/dz0xNjg7aD0xNjg7cT0xMDA7Zmk9Zml0O3NzPTEuMDthcHBpZD15dHdtYWxs/https://s.yimg.com/fy/c5f0/item/p0454178867286-item-f4adxf4x0800x0800-m.jpg
完美主義 第二代包覆懶骨頭/懶人沙發/和室椅(4色), https://s.yimg.com/zp/MerchandiseImages/4D8EED36CE-SP-7738638.jpg
懶人床 弗德日式簡約布質沙發床/3色/H&D東稻家居, https://s.yimg.com/ut/api/res/1.2/XdBsaXIvdP.9QLaLLzrV6Q--~B/dz0xNjg7aD0xNjg7cT0xMDA7Zmk9Zml0O3NzPTEuMDthcHBpZD15dHdtYWxs/https://s.yimg.com/fy/aac8/item/p0020184436264-item-3682xf4x1000x1000-m.jpg
完美主義 5段式雙人激厚款扶手沙發床/和室椅(3色可選), https://s.yimg.com/zp/images/03C9621773799BB57F10CECFFFB9F271DA89945F
H&D 霍克無段式單人休閒椅/單人沙發/美甲椅-多色選, https://s.yimg.com/zp/MerchandiseImages/978D28D01A-Gd-7260134.jpg
【班尼斯國際名床】~熱銷經典【Millet 小米心機 II代】 皮革多人座優質沙發床(升級加贈兩個抱枕), https://s.yimg.com/ut/api/res/1.2/rHJD8imb_7S13SxT0NwPFw--~B/dz0xNjg7aD0xNjg7cT0xMDA7Zmk9Zml0O3NzPTEuMDthcHBpZD15dHdtYWxs/https://s.yimg.com/fy/2a89/item/p0454178883384-item-2a98xf4x0750x0750-m.jpg
【班尼斯國際名床】~【獨家馬來西亞天然乳膠‧彩虹五星級雙人沙發床】(雙人座、單人睡), https://s.yimg.com/ut/api/res/1.2/TJA8AfWm0VpNL8xO.uBmnw--~B/dz0xNjg7aD0xNjg7cT0xMDA7Zmk9Zml0O3NzPTEuMDthcHBpZD15dHdtYWxs/https://s.yimg.com/fy/fa9a/item/p0454178870907-item-4bbfxf4x0600x0600-m.jpg
Hampton德瑞克貓抓皮雙人沙發床, https://s.yimg.com/zp/MerchandiseImages/1023228015-SP-8270499.jpg
